name,location,city,state,ownership,rating,nirf_rank,courses_count,exams_accepted,tuition_fees,image_url,description
"Jawaharlal Aviation Institute, Palakkad","Palakkad, Kerala",Palakkad,Kerala,Private,2.5,N/A,1 Courses,None,-/-,,"Jawaharlal Aviation Institute, Palakkad is a Private College, located in Palakkad, Kerala. Jawaharlal Aviation Institute, Palakkad offers 1 courses at the Bachelors Levels such as BSc in multiple disciplines."
"Regional Institute of Aviation, Thiruvananthapuram","Thiruvananthapuram, Kerala",Thiruvananthapuram,Kerala,Private,N/A,N/A,1 Courses,None,-/-,,"Regional Institute of Aviation, Thiruvananthapuram is a Private College, located in Thiruvananthapuram, Kerala. Regional Institute of Aviation, Thiruvananthapuram offers 1 courses at the Bachelors Levels such as AME in multiple disciplines."
"Southern College of Engineering and Technology, Calicut","Calicut, Kerala",Calicut,Kerala,Private,N/A,N/A,1 Courses,None,₹3 L,,"Southern College of Engineering and Technology, Calicut is a Private College, located in Calicut, Kerala. Southern College of Engineering and Technology, Calicut offers 1 courses at the Certificate Levels such as Certificate in multiple disciplines."
"Azeezia Dental College, Kollam","Kollam, Kerala",Kollam,Kerala,Private,N/A,N/A,2 Courses,NEET,-/-,,"Azeezia Dental College, Kollam is a Private College, located in Kollam, Kerala. Azeezia Dental College, Kollam offers 2 courses at the Bachelors, Masters Levels such as BDS, MDS in multiple disciplines."
"Century International Institute of Dental Science and Research Center, Kasaragod","Kasaragod, Kerala",Kasaragod,Kerala,Private,N/A,N/A,2 Courses,KEAM,-/-,,"Century International Institute of Dental Science and Research Center, Kasaragod is a Private College, located in Kasaragod, Kerala. Century International Institute of Dental Science and Research Center, Kasaragod offers 2 courses at the Bachelors, Masters Levels such as BDS, MDS in multiple disciplines."
Educare Institute of Dental Sciences,"Malappuram, Kerala",Malappuram,Kerala,Private,N/A,N/A,1 Courses,NEET,-/-,,"Educare Institute of Dental Sciences is a Private College, located in Malappuram, Kerala. Educare Institute of Dental Sciences offers 1 courses at the Bachelors Levels such as BDS in multiple disciplines."
"Government Dental College, Kottayam","Kottayam, Kerala",Kottayam,Kerala,Public,N/A,N/A,2 Courses,"NEET MDS, NEET",-/-,,"Government Dental College, Kottayam is a Public College, located in Kottayam, Kerala. Government Dental College, Kottayam offers 2 courses at the Bachelors, Masters Levels such as BDS, MDS in multiple disciplines."
Malabar Dental College and Research Centre,"Malappuram, Kerala",Malappuram,Kerala,Private,N/A,N/A,1 Courses,None,-/-,,"Malabar Dental College and Research Centre is a Private College, located in Malappuram, Kerala. Malabar Dental College and Research Centre offers 1 courses at the Masters Levels such as MDS in multiple disciplines."
Pariyaram Dental College,"Kannur, Kerala",Kannur,Kerala,Private,N/A,N/A,1 Courses,NEET,-/-,,"Pariyaram Dental College is a Private College, located in Kannur, Kerala. Pariyaram Dental College offers 1 courses at the Bachelors Levels such as BDS in multiple disciplines."
Royal Dental College,"Palakkad, Kerala",Palakkad,Kerala,Private,N/A,N/A,5 Courses,None,₹2.60 L-15.97 L,,"Royal Dental College is a Private College, located in Palakkad, Kerala. Royal Dental College offers 5 courses at the Bachelors, Doctorate, Masters Levels such as B.Ed, BSc, BTech, MD, MDS in multiple disciplines."
"Sri Sankara Dental College, Thiruvananthapuram","Thiruvananthapuram, Kerala",Thiruvananthapuram,Kerala,Private,N/A,N/A,2 Courses,NEET MDS,-/-,,"Sri Sankara Dental College, Thiruvananthapuram is a Private College, located in Thiruvananthapuram, Kerala. Sri Sankara Dental College, Thiruvananthapuram offers 2 courses at the Bachelors, Masters Levels such as BDS, MDS in multiple disciplines."
"Image Institute of Multimedia Arts and Graphic Effects, Calicut","Calicut, Kerala",Calicut,Kerala,Private,N/A,N/A,N/A,None,-/-,,
"Amrita School of Pharmacy, Kochi","Kochi, Kerala",Kochi,Kerala,Private,N/A,N/A,4 Courses,None,₹2 L-8.23 L,https://media.getmyuni.com/azure/college-image/small/amrita-school-of-pharmacy-kochi.jpg,"Amrita School of Pharmacy, Kochi is a Private College, located in Kochi, Kerala. Amrita School of Pharmacy, Kochi offers 4 courses at the Bachelors, Doctorate, Masters Levels such as B.Pharmacy, Pharm.D, M.Pharm, PhD in multiple disciplines."
Crescent College of Pharmaceutical Sciences,"Kannur, Kerala",Kannur,Kerala,Private,N/A,N/A,3 Courses,None,-/-,https://media.getmyuni.com/azure/college-image/small/crescent-college-of-pharmaceutical-sciences-kannur.jpg,"Crescent College of Pharmaceutical Sciences is a Private College, located in Kannur, Kerala. Crescent College of Pharmaceutical Sciences offers 3 courses at the Bachelors, Doctorate, Masters Levels such as B.Pharmacy, Pharm.D, M.Pharm in multiple disciplines."
Devaki Amma Memorial College of Pharmacy,"Malappuram, Kerala",Malappuram,Kerala,Private,N/A,N/A,3 Courses,None,-/-,https://media.getmyuni.com/azure/college-image/small/devaki-amma-memorial-college-of-pharmacy-malappuram.jpg,"Devaki Amma Memorial College of Pharmacy is a Private College, located in Malappuram, Kerala. Devaki Amma Memorial College of Pharmacy offers 3 courses at the Bachelors, Doctorate, Masters Levels such as B.Pharmacy, Pharm.D, M.Pharm in multiple disciplines."
Ezhuthachan College of Pharmaceutical Sciences,"Thiruvananthapuram, Kerala",Thiruvananthapuram,Kerala,Private,4.6,N/A,3 Courses,None,-/-,https://media.getmyuni.com/azure/college-image/small/ezhuthachan-college-of-pharmaceutical-sciences-thiruvananthapuram.jpg,"Ezhuthachan College of Pharmaceutical Sciences is a Private College, located in Thiruvananthapuram, Kerala. Ezhuthachan College of Pharmaceutical Sciences offers 3 courses at the Bachelors, Doctorate, Masters Levels such as B.Pharmacy, Pharm.D, M.Pharm in multiple disciplines."
Grace College of Pharmacy,"Palakkad, Kerala",Palakkad,Kerala,Private,2.5,N/A,2 Courses,None,-/-,https://media.getmyuni.com/azure/college-image/small/grace-college-of-pharmacy-palakkad.jpg,"Grace College of Pharmacy is a Private College, located in Palakkad, Kerala. Grace College of Pharmacy offers 2 courses at the Bachelors, Masters Levels such as B.Pharmacy, M.Pharm in multiple disciplines."
Jamia Salafiya Pharmacy College,"Malappuram, Kerala",Malappuram,Kerala,Private,2.1,N/A,2 Courses,None,-/-,https://media.getmyuni.com/azure/college-image/small/jamia-salafiya-pharmacy-college-malappuram.jpg,"Jamia Salafiya Pharmacy College is a Private College, located in Malappuram, Kerala. Jamia Salafiya Pharmacy College offers 2 courses at the Bachelors, Masters Levels such as B.Pharmacy, M.Pharm in multiple disciplines."
KTN College of Pharmacy,"Palakkad, Kerala",Palakkad,Kerala,Private,N/A,N/A,2 Courses,None,₹1.27 L-1.90 L,,"KTN College of Pharmacy is a Private College, located in Palakkad, Kerala. KTN College of Pharmacy offers 2 courses at the Bachelors, Doctorate Levels such as B.Pharmacy, Pharm.D in multiple disciplines."
Mar Dioscorus College of Pharmacy,"Thiruvananthapuram, Kerala",Thiruvananthapuram,Kerala,Private,N/A,N/A,1 Courses,None,-/-,,"Mar Dioscorus College of Pharmacy is a Private College, located in Thiruvananthapuram, Kerala. Mar Dioscorus College of Pharmacy offers 1 courses at the Bachelors Levels such as B.Pharmacy in multiple disciplines."
Nehru College of Pharmacy,"Thrissur, Kerala",Thrissur,Kerala,Private,3.6,N/A,3 Courses,None,-/-,,"Nehru College of Pharmacy is a Private College, located in Thrissur, Kerala. Nehru College of Pharmacy offers 3 courses at the Bachelors, Doctorate, Masters Levels such as B.Pharmacy, Pharm.D, M.Pharm in multiple disciplines."
Al-shifa College of Nursing,"Malappuram, Kerala",Malappuram,Kerala,Private,N/A,N/A,3 Courses,None,-/-,,"Al-shifa College of Nursing is a Private College, located in Malappuram, Kerala. Al-shifa College of Nursing offers 3 courses at the Bachelors, Masters Levels such as BSc, MSc, Post Basic Nursing in multiple disciplines."
"Al Shifa College of Paramedical Sciences, Perinthalmanna","Perinthalmanna, Kerala",Perinthalmanna,Kerala,Private,N/A,N/A,1 Courses,None,₹1.26 L,,"Al Shifa College of Paramedical Sciences, Perinthalmanna is a Private College, located in Perinthalmanna, Kerala. Al Shifa College of Paramedical Sciences, Perinthalmanna offers 1 courses at the Bachelors Levels such as BSc in multiple disciplines."
"Ananthapuri Hospitals and Research Institute, Thiruvananthapuram","Thiruvananthapuram, Kerala",Thiruvananthapuram,Kerala,Private,N/A,N/A,N/A,None,-/-,,
"Bharath College of Parmedical Science, Kottayam","Kottayam, Kerala",Kottayam,Kerala,Private,N/A,N/A,5 Courses,None,-/-,,"Bharath College of Parmedical Science, Kottayam is a Private College, located in Kottayam, Kerala. Bharath College of Parmedical Science, Kottayam offers 5 courses at the Bachelors, Masters, Doctorate Levels such as BSc, MBA, M.Phil, MSc, PhD in multiple disciplines."
EMS College of Nursing,"Malappuram, Kerala",Malappuram,Kerala,Private,N/A,N/A,N/A,None,-/-,,
"Government Medical College, Thiruvananthapuram","Thiruvananthapuram, Kerala",Thiruvananthapuram,Kerala,Public,4.2,N/A,8 Courses,None,-/-,,"Government Medical College, Thiruvananthapuram is a Public College, located in Thiruvananthapuram, Kerala. Government Medical College, Thiruvananthapuram offers 8 courses at the Bachelors, Doctorate, Masters Levels such as B.Pharmacy, MBBS, BSc, MD, Master of Chirurgiae [M.Ch], M.S, DM, BSc CVT in multiple disciplines."
"JDT Islam College of Physiotherapy, [JICOP] Calicut","Calicut, Kerala",Calicut,Kerala,Private,N/A,N/A,1 Courses,None,-/-,,"JDT Islam College of Physiotherapy, [JICOP] Calicut is a Private College, located in Calicut, Kerala. JDT Islam College of Physiotherapy, [JICOP] Calicut offers 1 courses at the Bachelors Levels such as BPT in multiple disciplines."
"Medical Trust Institute of Medical Sciences, Kochi","Ernakulam, Kerala",Ernakulam,Kerala,Private,N/A,N/A,3 Courses,None,₹88 K-1.26 L,,"Medical Trust Institute of Medical Sciences, Kochi is a Private College, located in Ernakulam, Kerala. Medical Trust Institute of Medical Sciences, Kochi offers 3 courses at the Bachelors, Masters Levels such as BPT, MPT, BSc in multiple disciplines."
"MES Academy of Medical Sciences, [MAOMS] Malappuram","Malappuram, Kerala",Malappuram,Kerala,Private,N/A,N/A,3 Courses,NEET,-/-,,"MES Academy of Medical Sciences, [MAOMS] Malappuram is a Private College, located in Malappuram, Kerala. MES Academy of Medical Sciences, [MAOMS] Malappuram offers 3 courses at the Bachelors Levels such as BDS, MBBS, BSc in multiple disciplines."
"Pushpagiri Institute of Medical Sciences and Research Centre, [PIOMSARC] Pathanamthitta","Pathanamthitta, Kerala",Pathanamthitta,Kerala,Private,1.8,N/A,5 Courses,NEET,-/-,,"Pushpagiri Institute of Medical Sciences and Research Centre, [PIOMSARC] Pathanamthitta is a Private College, located in Pathanamthitta, Kerala. Pushpagiri Institute of Medical Sciences and Research Centre, [PIOMSARC] Pathanamthitta offers 5 courses at the Bachelors, Doctorate, Masters, Postgraduate Diploma Levels such as MBBS, MD, MSc, M.S, PGD in multiple disciplines."
Santhigiri Siddha Medical College,"Thiruvananthapuram, Kerala",Thiruvananthapuram,Kerala,Private,3.3,N/A,1 Courses,None,₹1.89 L,,"Santhigiri Siddha Medical College is a Private College, located in Thiruvananthapuram, Kerala. Santhigiri Siddha Medical College offers 1 courses at the Bachelors Levels such as BSMS in multiple disciplines."
"Sree Gokulam Medical College and Research Foundation, [SGMCARF] Thiruvananthapuram","Thiruvananthapuram, Kerala",Thiruvananthapuram,Kerala,Private,4.2,N/A,4 Courses,NEET,-/-,,"Sree Gokulam Medical College and Research Foundation, [SGMCARF] Thiruvananthapuram is a Private College, located in Thiruvananthapuram, Kerala. Sree Gokulam Medical College and Research Foundation, [SGMCARF] Thiruvananthapuram offers 4 courses at the Bachelors, Doctorate, Masters, Postgraduate Diploma Levels such as MBBS, MD, M.S, PGD in multiple disciplines."
"Thomas Mar Athanasius Institute of Counseling, Kottayam","Kottayam, Kerala",Kottayam,Kerala,Private,N/A,N/A,1 Courses,None,-/-,,"Thomas Mar Athanasius Institute of Counseling, Kottayam is a Private College, located in Kottayam, Kerala. Thomas Mar Athanasius Institute of Counseling, Kottayam offers 1 courses at the Masters Levels such as MSc in multiple disciplines."
Travancore College of Nursing,"Kollam, Kerala",Kollam,Kerala,Private,N/A,N/A,1 Courses,None,-/-,,"Travancore College of Nursing is a Private College, located in Kollam, Kerala. Travancore College of Nursing offers 1 courses at the Bachelors Levels such as BSc in multiple disciplines."
"Westfort Institute of Paramedical Science, Thrissur","Thrissur, Kerala",Thrissur,Kerala,Private,N/A,N/A,2 Courses,None,₹1.29 L-1.31 L,,"Westfort Institute of Paramedical Science, Thrissur is a Private College, located in Thrissur, Kerala. Westfort Institute of Paramedical Science, Thrissur offers 2 courses at the Masters, Bachelors Levels such as MHA, BSc in multiple disciplines."
"Amrita College of Nursing, Ernakulam","Ernakulam, Kerala",Ernakulam,Kerala,Private,N/A,N/A,2 Courses,None,-/-,,"Amrita College of Nursing, Ernakulam is a Private College, located in Ernakulam, Kerala. Amrita College of Nursing, Ernakulam offers 2 courses at the Bachelors, Masters Levels such as BSc, MSc in multiple disciplines."
"Archana College of Nursing, Pathanamthitta","Pathanamthitta, Kerala",Pathanamthitta,Kerala,Private,N/A,N/A,1 Courses,None,-/-,,"Archana College of Nursing, Pathanamthitta is a Private College, located in Pathanamthitta, Kerala. Archana College of Nursing, Pathanamthitta offers 1 courses at the Bachelors Levels such as BSc in multiple disciplines."
"Azeezia Nursing College, Kollam","Kollam, Kerala",Kollam,Kerala,Private,N/A,N/A,1 Courses,None,-/-,,"Azeezia Nursing College, Kollam is a Private College, located in Kollam, Kerala. Azeezia Nursing College, Kollam offers 1 courses at the Bachelors Levels such as BSc in multiple disciplines."
BCF College of Nursing,"Kottayam, Kerala",Kottayam,Kerala,Private,N/A,N/A,1 Courses,None,-/-,https://media.getmyuni.com/yas/images/gmu-icon.svg,"BCF College of Nursing is a Private College, located in Kottayam, Kerala. BCF College of Nursing offers 1 courses at the Bachelors Levels such as BSc in multiple disciplines."
Baby Memorial College of Nursing,"Kozhikode, Kerala",Kozhikode,Kerala,Private,N/A,N/A,3 Courses,None,-/-,https://media.getmyuni.com/azure/college-image/small/baby-memorial-college-of-nurshing-kozhikode.jpg,"Baby Memorial College of Nursing is a Private College, located in Kozhikode, Kerala. Baby Memorial College of Nursing offers 3 courses at the Bachelors, Masters Levels such as BSc, MSc, Post Basic Nursing in multiple disciplines."
Bishop Benziger College of Nursing,"Kollam, Kerala",Kollam,Kerala,Private,N/A,N/A,2 Courses,None,-/-,https://media.getmyuni.com/azure/college-image/small/bishop-benziger-college-of-nursing-kollam.jpg,"Bishop Benziger College of Nursing is a Private College, located in Kollam, Kerala. Bishop Benziger College of Nursing offers 2 courses at the Bachelors, Masters Levels such as BSc, MSc in multiple disciplines."
Holy Cross College of Nursing,"Kollam, Kerala",Kollam,Kerala,Private,N/A,N/A,2 Courses,None,₹95 K-1.43 L,https://media.getmyuni.com/azure/college-image/small/holy-cross-college-of-nursing-kollam.jpg,"Holy Cross College of Nursing is a Private College, located in Kollam, Kerala. Holy Cross College of Nursing offers 2 courses at the Bachelors Levels such as BSc, Post Basic Nursing in multiple disciplines."
Jubilee Mission College of Nursing,"Thrissur, Kerala",Thrissur,Kerala,Private,N/A,N/A,3 Courses,None,-/-,https://media.getmyuni.com/azure/college-image/small/jubilee-mission-college-of-nursing-thrissur.jpg,"Jubilee Mission College of Nursing is a Private College, located in Thrissur, Kerala. Jubilee Mission College of Nursing offers 3 courses at the Bachelors, Masters, Postgraduate Diploma Levels such as BSc, MSc, PGD in multiple disciplines."
"KVM College of Nursing, Cherthala","Cherthala, Kerala",Cherthala,Kerala,Private,N/A,N/A,2 Courses,None,₹64 K-64 K,https://media.getmyuni.com/azure/college-image/small/kvm-college-of-nursing-cherthala.jpg,"KVM College of Nursing, Cherthala is a Private College, located in Cherthala, Kerala. KVM College of Nursing, Cherthala offers 2 courses at the Bachelors Levels such as BSc, Post Basic Nursing in multiple disciplines."
Lourde College of Nursing,"Taliparamba, Kerala",Taliparamba,Kerala,Private,N/A,N/A,1 Courses,None,-/-,,"Lourde College of Nursing is a Private College, located in Taliparamba, Kerala. Lourde College of Nursing offers 1 courses at the Bachelors Levels such as BSc in multiple disciplines."
MGM Muthoot College of Nursing,"Pathanamthitta, Kerala",Pathanamthitta,Kerala,Private,N/A,N/A,2 Courses,None,-/-,,"MGM Muthoot College of Nursing is a Private College, located in Pathanamthitta, Kerala. MGM Muthoot College of Nursing offers 2 courses at the Bachelors, Masters Levels such as BSc, MSc in multiple disciplines."
"Malik Deenar College of Nursing, Kasaragod","Kasaragod, Kerala",Kasaragod,Kerala,Private,3.8,N/A,2 Courses,None,₹91 K-1.59 L,,"Malik Deenar College of Nursing, Kasaragod is a Private College, located in Kasaragod, Kerala. Malik Deenar College of Nursing, Kasaragod offers 2 courses at the Bachelors, Masters Levels such as BSc, MSc in multiple disciplines."
Mar Sleeva College of Nursing,"Kottayam, Kerala",Kottayam,Kerala,Private,N/A,N/A,1 Courses,None,₹1 L,,"Mar Sleeva College of Nursing is a Private College, located in Kottayam, Kerala. Mar Sleeva College of Nursing offers 1 courses at the Masters Levels such as MSc in multiple disciplines."
"Ruckmoni College of Nursing, Trivendrum","Thiruvananthapuram, Kerala",Thiruvananthapuram,Kerala,Private,N/A,N/A,1 Courses,None,₹55 K,,"Ruckmoni College of Nursing, Trivendrum is a Private College, located in Thiruvananthapuram, Kerala. Ruckmoni College of Nursing, Trivendrum offers 1 courses at the Bachelors Levels such as BSc in multiple disciplines."
"Theophilus College of Nursing, Kottayam","Kottayam, Kerala",Kottayam,Kerala,Private,3.6,N/A,1 Courses,None,-/-,,"Theophilus College of Nursing, Kottayam is a Private College, located in Kottayam, Kerala. Theophilus College of Nursing, Kottayam offers 1 courses at the Bachelors Levels such as BSc in multiple disciplines."
"Engineer's Training Centre, Thrissur","Thrissur, Kerala",Thrissur,Kerala,Private,N/A,N/A,1 Courses,None,-/-,,"Engineer's Training Centre, Thrissur is a Private College, located in Thrissur, Kerala. Engineer's Training Centre, Thrissur offers 1 courses at the Bachelors Levels such as BTech in multiple disciplines."
"SCMS Institute for Biosciences and Biotech Research and Development, Kochi","Cochin, Kerala",Cochin,Kerala,Private,N/A,N/A,2 Courses,None,-/-,,"SCMS Institute for Biosciences and Biotech Research and Development, Kochi is a Private College, located in Cochin, Kerala. SCMS Institute for Biosciences and Biotech Research and Development, Kochi offers 2 courses at the Masters, Doctorate Levels such as MSc, PhD in multiple disciplines."
All Saints College,"Thiruvananthapuram, Kerala",Thiruvananthapuram,Kerala,Private,3.2,N/A,5 Courses,None,-/-,,"All Saints College is a Private College, located in Thiruvananthapuram, Kerala. All Saints College offers 5 courses at the Bachelors, Masters Levels such as BA, BCom, BSc, MA, MSc in multiple disciplines."
"Aryabhatta College Of Advanced Studies, [ACEAS] Thrissur","Thrissur, Kerala",Thrissur,Kerala,Private,4.6,N/A,6 Courses,None,-/-,,"Aryabhatta College Of Advanced Studies, [ACEAS] Thrissur is a Private College, located in Thrissur, Kerala. Aryabhatta College Of Advanced Studies, [ACEAS] Thrissur offers 6 courses at the Bachelors, Masters Levels such as BA, BCom, BSc, MA, M.Com, MSc in multiple disciplines."
Chinmaya Arts and Science College For Women,"Kannur, Kerala",Kannur,Kerala,Private,N/A,N/A,7 Courses,None,-/-,,"Chinmaya Arts and Science College For Women is a Private College, located in Kannur, Kerala. Chinmaya Arts and Science College For Women offers 7 courses at the Bachelors, Masters Levels such as BBA, BCA, BCom, BSc, MA, M.Com, MSc in multiple disciplines."
"Marian College, Peermade","Peermade, Kerala",Peermade,Kerala,Private,4.5,N/A,12 Courses,None,₹1.21 L-4.41 L,,"Marian College, Peermade is a Private College, located in Peermade, Kerala. Marian College, Peermade offers 12 courses at the Bachelors, Masters Levels such as BBA, BCA, BSW, MCA, MSW, BA, BCom, BSc, MA, MBA, M.Com, MSc in multiple disciplines."
"Institute for Communicative and Cognitive Neuro Sciences, [IFCACNS] Palakkad","Palakkad, Kerala",Palakkad,Kerala,Private,N/A,N/A,2 Courses,None,-/-,,"Institute for Communicative and Cognitive Neuro Sciences, [IFCACNS] Palakkad is a Private College, located in Palakkad, Kerala. Institute for Communicative and Cognitive Neuro Sciences, [IFCACNS] Palakkad offers 2 courses at the Bachelors, Masters Levels such as BSc, MSc in multiple disciplines."
"MIMS College of Allied Health Sciences, Malappuram","Malappuram, Kerala",Malappuram,Kerala,Public,N/A,N/A,2 Courses,None,₹1.39 L-1.79 L,,"MIMS College of Allied Health Sciences, Malappuram is a Public College, located in Malappuram, Kerala. MIMS College of Allied Health Sciences, Malappuram offers 2 courses at the Bachelors, Masters Levels such as BSc, MSc in multiple disciplines."
SAFI Institute of Advanced Study,"Malappuram, Kerala",Malappuram,Kerala,Private,3.3,N/A,8 Courses,None,-/-,,"SAFI Institute of Advanced Study is a Private College, located in Malappuram, Kerala. SAFI Institute of Advanced Study offers 8 courses at the Bachelors, Masters Levels such as BBA, BCA, BA, BCom, BSc, MA, MSc, MCJ in multiple disciplines."
"Sree Narayana College, Vadakara","Vatakara, Kerala",Vatakara,Kerala,Private,3.3,N/A,4 Courses,None,₹19 K-45 K,,"Sree Narayana College, Vadakara is a Private College, located in Vatakara, Kerala. Sree Narayana College, Vadakara offers 4 courses at the Bachelors, Masters Levels such as BBA, BCom, BSc, MSc in multiple disciplines."
"Taliparamba Arts and Science college, Kannur","Kannur, Kerala",Kannur,Kerala,Private,N/A,N/A,6 Courses,None,₹22 K-47 K,,"Taliparamba Arts and Science college, Kannur is a Private College, located in Kannur, Kerala. Taliparamba Arts and Science college, Kannur offers 6 courses at the Bachelors, Masters Levels such as BBA, BA, BCom, BSc, M.Com, MSc in multiple disciplines."
"Thunchath Ezhuthachan College of Management Information Technology & Biotechnology, [TECMITB] Palakkad","Palakkad, Kerala",Palakkad,Kerala,Private,N/A,N/A,5 Courses,None,-/-,,"Thunchath Ezhuthachan College of Management Information Technology & Biotechnology, [TECMITB] Palakkad is a Private College, located in Palakkad, Kerala. Thunchath Ezhuthachan College of Management Information Technology & Biotechnology, [TECMITB] Palakkad offers 5 courses at the Bachelors, Masters Levels such as BA, BCom, BSc, M.Com, MSc in multiple disciplines."
"International College for New Age Studies, Calicut","Calicut, Kerala",Calicut,Kerala,Private,N/A,N/A,1 Courses,None,-/-,,"International College for New Age Studies, Calicut is a Private College, located in Calicut, Kerala. International College for New Age Studies, Calicut offers 1 courses at the Bachelors Levels such as BSc in multiple disciplines."
"Ave Maria Training College, Thrissur","Thrissur, Kerala",Thrissur,Kerala,Private,N/A,N/A,1 Courses,None,-/-,,"Ave Maria Training College, Thrissur is a Private College, located in Thrissur, Kerala. Ave Maria Training College, Thrissur offers 1 courses at the Diploma Levels such as Diploma in multiple disciplines."
BNV College of Teacher Education,"Thiruvananthapuram, Kerala",Thiruvananthapuram,Kerala,Private,N/A,N/A,1 Courses,None,-/-,,"BNV College of Teacher Education is a Private College, located in Thiruvananthapuram, Kerala. BNV College of Teacher Education offers 1 courses at the Bachelors Levels such as B.Ed in multiple disciplines."
"Baselios Marthoma Mathews II College of Teacher Education, Kollam","Kottarakara, Kerala",Kottarakara,Kerala,Private,N/A,N/A,2 Courses,None,-/-,https://media.getmyuni.com/azure/college-image/small/baselios-marthoma-mathews-ii-college-of-teacher-education-kollam.jpg,"Baselios Marthoma Mathews II College of Teacher Education, Kollam is a Private College, located in Kottarakara, Kerala. Baselios Marthoma Mathews II College of Teacher Education, Kollam offers 2 courses at the Masters, Bachelors Levels such as M.Ed, B.Ed in multiple disciplines."
"Devaki Amma Memorial Teacher Education College, Malappuram","Malappuram, Kerala",Malappuram,Kerala,Private,N/A,N/A,2 Courses,None,-/-,https://media.getmyuni.com/azure/college-image/small/devaki-amma-memorial-teacher-education-college-malappuram.jpg,"Devaki Amma Memorial Teacher Education College, Malappuram is a Private College, located in Malappuram, Kerala. Devaki Amma Memorial Teacher Education College, Malappuram offers 2 courses at the Masters, Bachelors Levels such as M.Ed, B.Ed in multiple disciplines."
"Emmanuel College of B.Ed Training, Thiruvananthapuram","Thiruvananthapuram, Kerala",Thiruvananthapuram,Kerala,Private,N/A,N/A,2 Courses,None,₹54 K-90 K,https://media.getmyuni.com/azure/college-image/small/emmanuel-college-of-bed-training-thiruvananthapuram.jpg,"Emmanuel College of B.Ed Training, Thiruvananthapuram is a Private College, located in Thiruvananthapuram, Kerala. Emmanuel College of B.Ed Training, Thiruvananthapuram offers 2 courses at the Bachelors, Masters Levels such as BCom, MSc in multiple disciplines."
"Fathima Memorial Training College Pallimukku, Kollam","Kollam, Kerala",Kollam,Kerala,Private,N/A,N/A,2 Courses,None,₹29 K-40 K,https://media.getmyuni.com/azure/college-image/small/fathima-memorial-training-college-pallimukku-kollam.jpg,"Fathima Memorial Training College Pallimukku, Kollam is a Private College, located in Kollam, Kerala. Fathima Memorial Training College Pallimukku, Kollam offers 2 courses at the Masters, Bachelors Levels such as M.Ed, B.Ed in multiple disciplines."
"HM Training College, Muvattupuzha","Muvattupuzha, Kerala",Muvattupuzha,Kerala,Private,N/A,N/A,2 Courses,None,₹29 K-35 K,https://media.getmyuni.com/azure/college-image/small/hm-training-college-muvattupuzha.jpg,"HM Training College, Muvattupuzha is a Private College, located in Muvattupuzha, Kerala. HM Training College, Muvattupuzha offers 2 courses at the Masters, Bachelors Levels such as M.Ed, B.Ed in multiple disciplines."
Haneefa Kunju Memorial College of Education,"Kollam, Kerala",Kollam,Kerala,Private,N/A,N/A,1 Courses,None,-/-,https://media.getmyuni.com/azure/college-image/small/haneefa-kunju-memorial-college-of-education-kollam.jpg,"Haneefa Kunju Memorial College of Education is a Private College, located in Kollam, Kerala. Haneefa Kunju Memorial College of Education offers 1 courses at the Bachelors Levels such as B.Ed in multiple disciplines."
"Holy Family College of Education for Women, Palakkad","Palakkad, Kerala",Palakkad,Kerala,Private,N/A,N/A,1 Courses,None,-/-,,"Holy Family College of Education for Women, Palakkad is a Private College, located in Palakkad, Kerala. Holy Family College of Education for Women, Palakkad offers 1 courses at the Bachelors Levels such as B.Ed in multiple disciplines."
"Indira Gandhi Training College, Ernakulam","Kothamangalam, Kerala",Kothamangalam,Kerala,Public,N/A,N/A,1 Courses,None,-/-,,"Indira Gandhi Training College, Ernakulam is a Public College, located in Kothamangalam, Kerala. Indira Gandhi Training College, Ernakulam offers 1 courses at the Bachelors Levels such as B.Ed in multiple disciplines."
Jamia Training College,"Kollam, Kerala",Kollam,Kerala,Private,N/A,N/A,1 Courses,None,-/-,,"Jamia Training College is a Private College, located in Kollam, Kerala. Jamia Training College offers 1 courses at the Bachelors Levels such as B.Ed in multiple disciplines."
"KVM College of Special Education, Alappuzha","Cherthala, Kerala",Cherthala,Kerala,Private,N/A,N/A,1 Courses,None,-/-,,"KVM College of Special Education, Alappuzha is a Private College, located in Cherthala, Kerala. KVM College of Special Education, Alappuzha offers 1 courses at the Bachelors Levels such as B.Ed in multiple disciplines."
Karmela Rani Training College,"Kollam, Kerala",Kollam,Kerala,Private,N/A,N/A,2 Courses,None,-/-,,"Karmela Rani Training College is a Private College, located in Kollam, Kerala. Karmela Rani Training College offers 2 courses at the Masters, Bachelors Levels such as M.Ed, B.Ed in multiple disciplines."
"Kaviyattu College of Education, Thiruvananthapuram","Thiruvananthapuram, Kerala",Thiruvananthapuram,Kerala,Private,N/A,N/A,1 Courses,None,-/-,,"Kaviyattu College of Education, Thiruvananthapuram is a Private College, located in Thiruvananthapuram, Kerala. Kaviyattu College of Education, Thiruvananthapuram offers 1 courses at the Bachelors Levels such as B.Ed in multiple disciplines."
